ACX,ACY,ACZ,GX,GY,GZ,PRESS1,PRESS2,PRESS3,DATE
0.32,-0.08,-0.93,2.03,-3.71,19.88,0,0,0,30/12/2022 03:36:37
0.25,-0.07,-0.98,6.86,-2.17,17.22,0,1,2,30/12/2022 03:36:37
0.14,-0.14,-0.98,4.69,-7.91,16.73,0,0,9,30/12/2022 03:36:37
0.36,-0.04,-0.97,-29.33,4.83,3.50,0,0,1,30/12/2022 03:36:37
0.37,-0.13,-0.97,-32.76,-9.17,-7.49,1,0,0,30/12/2022 03:36:37
0.37,-0.14,-0.96,-50.54,-18.83,-23.38,1,1,0,30/12/2022 03:36:37
0.50,-0.10,-0.96,-85.61,-40.25,-36.47,0,0,0,30/12/2022 03:36:37
0.26,0.01,-0.96,-95.34,-57.12,-19.32,0,0,0,30/12/2022 03:36:37
0.16,0.14,-0.78,-113.96,-46.34,13.79,0,0,0,30/12/2022 03:36:38
-0.08,0.27,-0.76,-29.40,-46.06,57.89,0,0,0,30/12/2022 03:36:38
-0.17,0.44,-0.88,0.14,-18.69,69.16,2,1,3,30/12/2022 03:36:38
0.16,0.59,-1.04,9.87,-15.12,60.48,0,0,4,30/12/2022 03:36:38
0.04,0.54,-1.06,-39.90,-11.06,42.49,0,0,0,30/12/2022 03:36:38
0.05,0.67,-0.94,-53.06,-2.17,10.92,5,0,0,30/12/2022 03:36:38
0.06,0.35,-0.83,15.75,0.84,-4.83,0,0,0,30/12/2022 03:36:38
0.20,0.37,-0.85,12.46,18.62,-2.38,0,4,5,30/12/2022 03:36:38
0.29,0.35,-0.86,-13.44,13.93,-11.69,0,5,0,30/12/2022 03:36:38
0.16,0.35,-0.92,-5.32,7.07,-14.70,0,0,0,30/12/2022 03:36:38
0.23,0.54,-0.91,-46.27,16.94,-25.06,2,0,0,30/12/2022 03:36:38
0.14,0.51,-0.84,18.13,-0.98,-22.96,2,0,1,30/12/2022 03:36:38
0.01,0.21,-0.88,27.72,7.84,-20.37,0,0,0,30/12/2022 03:36:38
0.17,0.44,-1.01,78.40,-24.29,-7.77,0,0,8,30/12/2022 03:36:38
-0.29,0.19,-0.99,107.87,-47.88,-21.14,0,0,0,30/12/2022 03:36:38
-0.07,0.43,-0.87,49.21,113.61,6.86,0,1,0,30/12/2022 03:36:38
-0.01,0.31,-0.86,54.81,48.09,-25.20,3,2,2,30/12/2022 03:36:39
0.05,-0.13,-1.07,86.94,-20.16,13.23,0,0,0,30/12/2022 03:36:39
0.20,0.12,-0.90,-72.03,-2.17,51.17,0,1,0,30/12/2022 03:36:39
0.49,0.51,-0.83,-29.12,29.33,-38.64,1,5,5,30/12/2022 03:36:39
0.36,0.07,-0.96,104.72,26.32,-82.25,0,0,2,30/12/2022 03:36:39
0.09,-0.32,-1.07,107.66,9.31,-28.21,0,0,0,30/12/2022 03:36:39
-0.18,-0.27,-1.16,7.21,-7.84,21.07,0,0,0,30/12/2022 03:36:39
-0.22,0.12,-1.00,-75.95,-10.29,77.70,0,0,0,30/12/2022 03:36:39
0.15,0.43,-0.84,-64.96,-13.23,41.51,0,3,0,30/12/2022 03:36:39
