ACX,ACY,ACZ,GX,GY,GZ,PRESS1,PRESS2,PRESS3,DATE
-0.02,0.03,1.00,-0.63,-1.89,0.70,67,79,78,02/11/2022 12:45:41
-0.02,0.03,1.01,-0.21,-2.03,0.70,333,204,425,02/11/2022 12:45:41
-0.02,0.03,1.01,0.14,-1.68,0.77,51,82,56,02/11/2022 12:45:41
-0.02,0.03,1.01,1.33,-1.89,0.77,202,145,257,02/11/2022 12:45:41
-0.02,0.03,1.01,1.26,-2.03,0.84,240,170,304,02/11/2022 12:45:41
-0.02,0.03,1.01,2.38,-2.31,0.84,25,68,32,02/11/2022 12:45:41
-0.01,0.04,1.01,0.35,-1.89,0.77,329,203,419,02/11/2022 12:45:41
-0.02,0.04,1.01,0.14,-1.82,0.70,17,66,14,02/11/2022 12:45:41
-0.02,0.04,1.01,0.14,-1.82,0.70,331,204,422,02/11/2022 12:45:41
-0.02,0.03,1.01,-0.35,-2.10,0.70,0,56,0,02/11/2022 12:45:41
-0.02,0.03,1.01,-0.91,-1.75,0.63,290,185,369,02/11/2022 12:45:41
-0.01,0.03,1.00,-0.84,-2.31,0.77,102,106,134,02/11/2022 12:45:41
-0.01,0.03,1.00,-0.63,-2.31,0.77,178,134,222,02/11/2022 12:45:41
-0.02,0.01,1.03,2.45,-2.24,0.77,246,173,320,02/11/2022 12:45:41
-0.01,0.03,1.00,-0.91,-1.96,0.70,55,83,67,02/11/2022 12:45:41
-0.02,0.03,1.00,-1.26,-1.47,0.70,300,192,384,02/11/2022 12:45:41
-0.01,0.03,1.00,2.45,-1.54,0.84,0,56,0,02/11/2022 12:45:42
-0.02,0.04,1.03,4.83,-2.38,0.77,340,206,431,02/11/2022 12:45:42
-0.02,0.03,1.01,1.82,-3.01,0.84,39,78,41,02/11/2022 12:45:42
-0.02,0.03,1.01,0.00,-1.89,0.77,244,164,308,02/11/2022 12:45:42
-0.01,0.03,1.01,0.14,-1.82,0.77,210,157,268,02/11/2022 12:45:42
-0.02,0.03,1.00,0.07,-1.89,0.77,48,77,59,02/11/2022 12:45:42
-0.02,0.03,1.00,0.07,-1.89,0.63,317,198,401,02/11/2022 12:45:42
-0.02,0.04,1.00,-0.70,-2.80,0.77,0,56,0,02/11/2022 12:45:42
-0.02,0.03,1.00,-0.35,-1.54,0.77,300,187,380,02/11/2022 12:45:42
-0.02,0.02,1.03,2.38,-1.96,0.77,270,184,339,02/11/2022 12:45:42
-0.01,0.04,1.01,1.12,-2.10,0.77,13,63,15,02/11/2022 12:45:42
-0.01,0.04,1.02,1.19,-1.68,0.91,350,210,445,02/11/2022 12:45:42
-0.02,0.02,1.02,9.38,-1.89,5.60,54,82,62,02/11/2022 12:45:42
-0.01,0.05,1.08,82.04,-3.08,0.84,200,144,252,02/11/2022 12:45:42
-0.02,0.19,0.97,104.86,-2.66,-2.03,179,140,225,02/11/2022 12:45:42
